Q1,Q2,Q3,Q4,Q6,Q24
32,Man,Italy,Master’s degree,10,60674
31,Man,Brazil,Professional degree,4,2522
31,Man,United States of America,Bachelor’s degree,9,113430
49,Man,United States of America,Master’s degree,20,208756
29,Man,Bangladesh,Bachelor’s degree,5,4688
23,Man,Canada,Master’s degree,4,71755
22,Man,Greece,Doctoral degree,5,1691
33,Man,India,Master’s degree,12,14161
43,Woman,Brazil,Professional degree,5,27319
23,Man,India,Bachelor’s degree,2,397
25,Man,United States of America,Bachelor’s degree,4,3423
25,Man,India,Master’s degree,1,7575
36,Man,Nigeria,Bachelor’s degree,0,808
32,Man,Greece,Master’s degree,6,29596
24,Woman,India,Master’s degree,0.469950852250714,1147
33,Man,Egypt,Doctoral degree,4,12632
59,Man,Netherlands,Master’s degree,4,57614
37,Man,United States of America,Master’s degree,7,91816
31,Man,United States of America,Bachelor’s degree,1,328
47,Man,Spain,Bachelor’s degree,4,96401
29,Man,India,Professional degree,1,3273
44,Man,Italy,Master’s degree,12,41069
39,Woman,Kenya,Bachelor’s degree,2,3952
38,Man,United States of America,Master’s degree,3,76004
29,Man,India,Master’s degree,3,34453
23,Man,India,Master’s degree,1,14415
54,Man,United States of America,Master’s degree,27,123537
55,Man,United States of America,Doctoral degree,30,196629
40,Man,United States of America,Bachelor’s degree,8,194967
27,Woman,India,Master’s degree,10,9011
50,Man,United States of America,Master’s degree,4,48336
57,Man,Japan,Bachelor’s degree,1,46340
36,Man,Spain,Doctoral degree,11,2297
30,Man,Kenya,Bachelor’s degree,5,4587
28,Woman,Singapore,Master’s degree,1,1997
66,Man,Australia,Some college/university study without earning a bachelor’s degree,21,4675
53,Woman,United States of America,Master’s degree,27,198114
29,Man,Japan,Master’s degree,1,41063
31,Man,India,Master’s degree,10,24594
39,Man,India,Master’s degree,0,56206
41,Man,United States of America,Doctoral degree,30,115855
44,Woman,India,Master’s degree,15,2486
41,Man,Pakistan,Master’s degree,5,1499
66,Man,United States of America,Doctoral degree,24,306
33,Man,India,Bachelor’s degree,0.5155308111027799,12772
23,Woman,Indonesia,Bachelor’s degree,0.6786439619627311,573
26,Man,Nigeria,Bachelor’s degree,1,307
37,Man,Poland,Master’s degree,0.9432256427022772,14988
46,Man,India,Master’s degree,17,101628
52,Man,Sweden,Master’s degree,24,59805
37,Man,South Africa,Bachelor’s degree,19,100853
30,Man,Brazil,Master’s degree,0.8381939615116711,77
26,Man,Mexico,Master’s degree,9,10957
27,Woman,Turkey,Master’s degree,1,1146
26,Man,Turkey,Bachelor’s degree,5,11624
24,Man,South Africa,Bachelor’s degree,5,3654
34,Woman,United States of America,Master’s degree,5,103781
69,Man,France,No formal education past high school,20,942
54,Man,Australia,Doctoral degree,28,52791
34,Man,Japan,Bachelor’s degree,2,3
25,Man,Sweden,Master’s degree,4,43905
29,Man,Colombia,Master’s degree,8,26813
26,Man,United States of America,Bachelor’s degree,6,108934
55,Man,Japan,Bachelor’s degree,5,452
36,Man,"Iran, Islamic Republic of...",Master’s degree,1,4371
54,Man,Argentina,Bachelor’s degree,17,10331
37,Man,United States of America,Some college/university study without earning a bachelor’s degree,3,97250
47,Man,India,Bachelor’s degree,21,57811
25,Man,India,Professional degree,3,1850
32,Woman,United States of America,Master’s degree,2,89278
33,Man,Ukraine,Some college/university study without earning a bachelor’s degree,0,572
22,Man,India,Bachelor’s degree,2,4917
37,Woman,Netherlands,Master’s degree,0.06610172941410508,67076
43,Man,Singapore,Doctoral degree,0.7505669699129388,52062
22,Man,United States of America,Bachelor’s degree,10,115847
26,Man,Poland,Master’s degree,12,65286
35,Man,Russia,Master’s degree,9,63615
27,Man,India,Bachelor’s degree,3,1407
40,Man,United States of America,Bachelor’s degree,4,48613
35,Man,India,Master’s degree,2,25236
69,Man,Mexico,Master’s degree,27,391
43,Man,Australia,Master’s degree,20,194852
29,Man,Turkey,Doctoral degree,0.3724898730848947,666
64,Man,Sweden,Doctoral degree,24,88989
43,Man,Italy,No formal education past high school,9,15529
54,Woman,United States of America,Doctoral degree,11,198192
29,Man,Morocco,Doctoral degree,8,1623
28,Woman,Indonesia,Master’s degree,3,2651
70,Man,United States of America,Master’s degree,26,882
32,Man,South Africa,Master’s degree,4,12033
22,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,1,5128
24,Woman,India,Bachelor’s degree,0.49220919481739167,7538
53,Man,Taiwan,Master’s degree,13,50147
67,Woman,Portugal,Doctoral degree,26,247412
43,Man,United States of America,Some college/university study without earning a bachelor’s degree,18,140974
25,Man,Russia,Master’s degree,8,41339
45,Man,United States of America,Master’s degree,5,221909
26,Man,Japan,Master’s degree,0.670756870836541,3111
30,Woman,Belarus,Bachelor’s degree,3,45197
39,Woman,India,Master’s degree,18,784
47,Man,Mexico,Master’s degree,5,26429
27,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2,48103
52,Man,Turkey,Doctoral degree,22,45063
80,Man,Mexico,Master’s degree,27,108828
24,Woman,Nigeria,Bachelor’s degree,1,131
69,Man,India,Master’s degree,26,68915
32,Man,China,Master’s degree,9,3682
30,Woman,United States of America,Master’s degree,5,146235
29,Man,Israel,Master’s degree,1,6760
34,Man,Viet Nam,Master’s degree,2,4842
25,Man,India,Bachelor’s degree,5,4988
28,Man,Belgium,Some college/university study without earning a bachelor’s degree,2,1891
22,Man,India,Bachelor’s degree,1,3709
32,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5,121780
43,Man,Poland,Doctoral degree,4,14023
36,Man,Saudi Arabia,Bachelor’s degree,7,16157
37,Man,United States of America,Master’s degree,4,98808
41,Man,Switzerland,Doctoral degree,25,235293
22,Man,India,Bachelor’s degree,0.8487560951960615,2736
36,Man,Pakistan,Master’s degree,0.21225140916935015,38087
30,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,17,152189
49,Man,Malaysia,Master’s degree,11,2381
49,Man,Brazil,Bachelor’s degree,29,45491
48,Man,Japan,Master’s degree,21,4640
33,Man,Canada,Master’s degree,1,48037
34,Man,Canada,Master’s degree,2,38440
65,Woman,Belgium,Doctoral degree,0,525
63,Man,Canada,Some college/university study without earning a bachelor’s degree,0.39906550993697965,36731
30,Man,Poland,Master’s degree,6,37794
54,Man,Israel,Master’s degree,13,189089
37,Woman,"Iran, Islamic Republic of...",Doctoral degree,11,1855
53,Man,Argentina,Master’s degree,30,13183
29,Man,Nigeria,Master’s degree,0.2546201129283091,82759
31,Man,India,Professional degree,5,4586
21,Man,Indonesia,Bachelor’s degree,0.8511431534855737,942
24,Man,India,Master’s degree,5,775
48,Man,Nigeria,Master’s degree,0,235
29,Woman,India,Bachelor’s degree,7,14775
45,Man,Italy,Master’s degree,5,931
49,Woman,India,Master’s degree,16,461
27,Man,United States of America,Bachelor’s degree,3,62570
53,Man,South Korea,Professional degree,13,113313
48,Man,Egypt,Doctoral degree,3,3731
49,Man,Spain,Bachelor’s degree,1,58079
24,Woman,India,Master’s degree,4,260
23,Man,United States of America,Master’s degree,4,53857
24,Man,India,Bachelor’s degree,5,22225
36,Man,South Korea,Master’s degree,20,59457
37,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,7,85140
33,Man,United States of America,Master’s degree,7,181925
41,Man,Republic of Korea,Master’s degree,7,102837
25,Man,India,Master’s degree,0.045127465880498874,89
22,Woman,Nigeria,Bachelor’s degree,0.9038159067021269,4737
46,Woman,France,Master’s degree,3,573
34,Man,United States of America,Doctoral degree,5,120432
35,Man,Nepal,Master’s degree,0,9067
35,Man,Morocco,Doctoral degree,13,117901
31,Man,United States of America,Bachelor’s degree,15,149834
44,Woman,United States of America,Master’s degree,22,277
22,Man,Pakistan,Master’s degree,5,761
26,Man,United States of America,Bachelor’s degree,10,89888
48,Man,France,Bachelor’s degree,1,44108
41,Woman,United States of America,Doctoral degree,1,136672
64,Man,France,Master’s degree,27,75777
39,Man,India,Master’s degree,18,6
29,Man,United States of America,Bachelor’s degree,0.8124412123319644,99097
25,Woman,India,Master’s degree,1,662
33,Man,United States of America,Doctoral degree,24,555477
48,Man,Morocco,Master’s degree,4,979
48,Man,Argentina,Professional degree,0.5799027733414692,580
41,Man,Thailand,Doctoral degree,2,4019
26,Man,India,Bachelor’s degree,7,26397
22,Man,India,Doctoral degree,2,1740
30,Man,Brazil,Bachelor’s degree,1,39080
68,Man,Australia,Some college/university study without earning a bachelor’s degree,0,124406
24,Man,Mexico,Bachelor’s degree,0.08029157644320362,607
32,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,1,985
25,Man,Canada,Master’s degree,2,92583
35,Man,Colombia,Bachelor’s degree,8,31812
28,Man,France,Master’s degree,4,48764
42,Man,Thailand,Doctoral degree,23,1828
25,Man,India,Master’s degree,6,15041
26,Man,United States of America,Master’s degree,4,73151
45,Man,South Korea,Bachelor’s degree,28,304
48,Man,India,Professional degree,27,91210
29,Man,Republic of Korea,Bachelor’s degree,0.5321531931313773,4758
40,Woman,Brazil,Bachelor’s degree,0,20809
29,Man,India,Bachelor’s degree,4,14339
39,Man,India,Master’s degree,9,3765
35,Man,Japan,Doctoral degree,10,91813
43,Man,Republic of Korea,Master’s degree,0.9054172649322754,62233
40,Man,Colombia,Master’s degree,13,2167
48,Man,South Africa,Doctoral degree,24,30048
25,Man,United States of America,Master’s degree,5,80813
30,Man,India,Master’s degree,20,43543
39,Man,India,Professional degree,1,98532
34,Man,Argentina,Professional degree,2,8193
35,Man,Belarus,Master’s degree,0.9607396951182456,4519
26,Woman,United States of America,Bachelor’s degree,0.5756879926404294,990
32,Man,India,Professional degree,5,5568
26,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1,71945
24,Man,India,Bachelor’s degree,2,91
18,Man,India,Bachelor’s degree,0.2866160578850868,96
22,Man,India,Master’s degree,5,609
65,Man,Spain,Master’s degree,29,54756
25,Man,Brazil,Bachelor’s degree,6,20956
45,Man,Spain,Professional degree,5,186724
38,Woman,Egypt,Bachelor’s degree,0,3450
19,Woman,India,Bachelor’s degree,4,813
37,Woman,Brazil,Master’s degree,0,1358
31,Man,United States of America,Doctoral degree,19,337142
31,Man,Russia,Doctoral degree,14,6339
29,Woman,Spain,Master’s degree,0.45867517648380574,591
23,Man,South Africa,Bachelor’s degree,5,3087
32,Man,Russia,Some college/university study without earning a bachelor’s degree,0.6637554678782295,419
55,Man,Canada,Master’s degree,3,392
31,Man,Sweden,Doctoral degree,18,66949
44,Man,Netherlands,Bachelor’s degree,9,365
49,Man,Switzerland,Master’s degree,26,145054
25,Man,Brazil,Bachelor’s degree,0,22830
28,Woman,France,Master’s degree,5,44089
34,Man,India,Bachelor’s degree,9,11416
43,Woman,India,Professional degree,6,14456
48,Man,Italy,Doctoral degree,26,55294
24,Woman,India,Master’s degree,4,704
38,Man,India,Bachelor’s degree,18,23682
27,Woman,China,Master’s degree,0.9447231092228827,120861
35,Man,Chile,Bachelor’s degree,20,20221
47,Woman,United States of America,Doctoral degree,17,157892
34,Man,China,Master’s degree,6,35477
34,Man,Nigeria,Bachelor’s degree,1,645
35,Man,United States of America,Doctoral degree,11,196081
35,Man,United States of America,Doctoral degree,10,141108
28,Man,Russia,Doctoral degree,5,855
51,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,21,48894
50,Woman,United States of America,Doctoral degree,13,92454
23,Woman,Thailand,Master’s degree,2,450
52,Woman,United States of America,Bachelor’s degree,0,30693
22,Woman,India,Bachelor’s degree,2,702
41,Man,India,Some college/university study without earning a bachelor’s degree,10,8041
53,Man,Peru,Doctoral degree,5,2370
31,Man,Brazil,Master’s degree,5,10386
25,Man,Netherlands,Master’s degree,0.8009515443859548,45854
25,Man,India,Bachelor’s degree,5,20500
25,Man,South Africa,Bachelor’s degree,5,39869
34,Man,India,Master’s degree,5,50488
45,Man,Australia,Master’s degree,22,117885
51,Man,France,Professional degree,5,40372
36,Man,Mexico,Master’s degree,7,2120
31,Man,India,Master’s degree,4,9536
29,Man,United States of America,Master’s degree,5,133546
39,Man,Ukraine,Master’s degree,3,3588
39,Man,India,Master’s degree,2,162984
23,Man,Thailand,Some college/university study without earning a bachelor’s degree,0,15876
52,Man,United Arab Emirates,Master’s degree,10,109144
22,Woman,India,Master’s degree,8,19207
38,Man,Brazil,Bachelor’s degree,5,2222
42,Man,India,Master’s degree,3,65314
28,Man,China,Doctoral degree,2,50664
25,Man,China,Master’s degree,8,3753
33,Man,India,Bachelor’s degree,0,538
32,Man,India,Doctoral degree,10,5172
41,Man,Taiwan,Doctoral degree,19,126
27,Man,India,Bachelor’s degree,1,11513
38,Woman,India,Doctoral degree,10,493
22,Man,Viet Nam,Bachelor’s degree,4,637
31,Man,India,Master’s degree,5,10984
26,Man,Australia,Doctoral degree,3,58888
24,Man,Russia,Master’s degree,1,17708
25,Man,United States of America,Master’s degree,5,60225
51,Man,Portugal,Master’s degree,0.08914922921208157,372
27,Man,Greece,Master’s degree,2,9141
44,Man,Japan,Master’s degree,12,962
43,Man,India,Master’s degree,8,74403
40,Woman,Germany,Doctoral degree,0,534
31,Man,India,Professional degree,9,1572
58,Man,United States of America,Bachelor’s degree,25,208955
52,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5,79994
48,Man,India,Master’s degree,4,67818
30,Man,China,Doctoral degree,6,9601
26,Man,India,Bachelor’s degree,2,24897
30,Man,United States of America,Master’s degree,5,126055
35,Man,India,Master’s degree,0,93452
42,Woman,Canada,Master’s degree,27,728
25,Man,India,Bachelor’s degree,4,11982
25,Man,Russia,Master’s degree,1,10594
47,Man,South Korea,Master’s degree,2,152
27,Man,Indonesia,Master’s degree,0,8851
25,Man,Indonesia,Master’s degree,9,11339
35,Woman,Poland,Master’s degree,4,2842
31,Man,India,Bachelor’s degree,8,22109
31,Man,India,Bachelor’s degree,0.11878584440874551,11758
33,Man,United States of America,Doctoral degree,20,102949
28,Man,France,Master’s degree,4,4218
65,Man,Sweden,Professional degree,0.09415577969066269,91050
41,Man,India,Doctoral degree,21,17545
22,Man,India,Bachelor’s degree,1,5271
22,Man,India,Bachelor’s degree,1,18718
22,Man,Pakistan,Some college/university study without earning a bachelor’s degree,2,3122
29,Man,Japan,Master’s degree,2,31864
68,Man,United Arab Emirates,Doctoral degree,6,78486
26,Man,China,Master’s degree,3,49371
21,Woman,United States of America,Master’s degree,5,279787
35,Man,Saudi Arabia,Master’s degree,6,26244
43,Man,Sweden,Master’s degree,16,78713
22,Man,Spain,Bachelor’s degree,0,1537
24,Man,India,Professional degree,0.16003618755336313,628
23,Man,India,Master’s degree,2,3100
39,Man,India,Professional degree,5,6630
43,Man,United States of America,Doctoral degree,8,104667
22,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10,45895
48,Man,Australia,Bachelor’s degree,0.26000030248055106,958
34,Woman,India,Master’s degree,6,32522
47,Man,United States of America,Doctoral degree,0,705
24,Man,Mexico,Master’s degree,1,9553
29,Man,India,Bachelor’s degree,4,7118
44,Man,United Arab Emirates,Master’s degree,4,15471
25,Woman,France,Doctoral degree,0.8043449665850526,2475
28,Woman,India,Professional degree,5,4964
30,Woman,Germany,Bachelor’s degree,1,58343
29,Man,Japan,Master’s degree,3,109793
24,Man,India,Bachelor’s degree,4,27994
28,Man,Italy,Master’s degree,8,378
34,Man,Nigeria,Bachelor’s degree,0,953
26,Man,Brazil,Master’s degree,1,13155
30,Man,Pakistan,Bachelor’s degree,5,25180
29,Man,Brazil,Bachelor’s degree,0.36715526242194674,2292
24,Woman,Tunisia,Professional degree,10,28
38,Man,United States of America,Doctoral degree,14,186521
38,Man,United States of America,Master’s degree,3,233661
37,Man,Australia,Master’s degree,6,635445
35,Man,India,Bachelor’s degree,19,16730
23,Man,Mexico,Bachelor’s degree,5,384
30,Man,United States of America,Master’s degree,6,181207
29,Man,India,Bachelor’s degree,2,2542
31,Man,Canada,Bachelor’s degree,8,60502
33,Man,India,Master’s degree,9,89044
73,Man,Australia,Some college/university study without earning a bachelor’s degree,10,255
38,Man,India,Master’s degree,0,11333
37,Man,Brazil,Master’s degree,5,1497
39,Man,Japan,Master’s degree,3,106956
35,Man,Russia,Master’s degree,5,46067
22,Man,India,Bachelor’s degree,0.17304834451683182,3241
23,Man,Russia,Bachelor’s degree,3,20567
42,Man,Mexico,Doctoral degree,22,19133
36,Woman,India,Master’s degree,10,23501
30,Man,United States of America,Bachelor’s degree,8,14979
46,Man,Japan,Some college/university study without earning a bachelor’s degree,20,57794
36,Man,United States of America,Doctoral degree,19,172530
36,Man,Mexico,Master’s degree,0,2469
40,Man,Japan,Master’s degree,7,76053
33,Man,Italy,Master’s degree,0.21625903952804437,69132
42,Man,India,Bachelor’s degree,9,2289
22,Man,India,Bachelor’s degree,1,900
28,Man,Romania,Master’s degree,5,48838
20,Man,India,Bachelor’s degree,1,405
30,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,20,57303
49,Man,Singapore,Master’s degree,24,6877
26,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,3,71084
25,Man,India,Bachelor’s degree,0.10576363986889326,1793
24,Man,India,Bachelor’s degree,4,9786
51,Man,United States of America,Master’s degree,14,76004
25,Man,India,Doctoral degree,3,565
29,Man,Sri Lanka,Master’s degree,9,11546
66,Man,United States of America,Master’s degree,13,114751
34,Woman,United States of America,Master’s degree,3,138221
40,Man,Taiwan,Doctoral degree,19,48293
75,Man,United States of America,Master’s degree,28,274
29,Man,United States of America,Master’s degree,8,52191
44,Man,China,Doctoral degree,5,17868
38,Man,United States of America,Bachelor’s degree,8,124269
33,Man,United States of America,Some college/university study without earning a bachelor’s degree,0.6869665212257493,45036
25,Man,India,Professional degree,3,35766
33,Man,India,Master’s degree,7,16703
23,Man,Nigeria,Bachelor’s degree,4,684
25,Man,Bangladesh,Bachelor’s degree,5,2233
25,Man,India,Master’s degree,5,35193
26,Woman,Egypt,Professional degree,3,986
25,Man,India,Master’s degree,0,7293
34,Man,India,Bachelor’s degree,5,78368
38,Man,South Korea,Master’s degree,1,4088
40,Man,Canada,Master’s degree,10,117261
34,Man,Germany,Some college/university study without earning a bachelor’s degree,7,120
27,Woman,Brazil,Bachelor’s degree,0.019346988265614318,23178
28,Man,Ghana,Bachelor’s degree,2,4628
22,Man,Pakistan,Bachelor’s degree,8,2732
29,Woman,Indonesia,Bachelor’s degree,3,2515
28,Woman,India,Bachelor’s degree,5,259
29,Man,Pakistan,Bachelor’s degree,2,557369
78,Man,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,30,860
33,Man,Mexico,Bachelor’s degree,7,17985
24,Man,India,Master’s degree,0.006312515906581551,9787
39,Man,Mexico,Doctoral degree,0.5953735628106445,12879
19,Man,India,Bachelor’s degree,3,28
28,Woman,Russia,Master’s degree,1,346
29,Woman,Switzerland,Master’s degree,5,264154
28,Woman,India,Master’s degree,3,4072
27,Man,Egypt,Bachelor’s degree,0.2455300968836296,789
24,Man,Nigeria,Master’s degree,0,653
23,Man,Ireland,Master’s degree,2,23096
33,Man,India,Master’s degree,2,8690
34,Man,United States of America,Master’s degree,9,94069
27,Man,India,Professional degree,5,446
55,Man,India,Master’s degree,3,160831
25,Man,Brazil,Bachelor’s degree,9,38086
23,Man,India,Master’s degree,3,1315
32,Man,Spain,Master’s degree,4,42537
27,Man,Turkey,Master’s degree,0,255
23,Man,India,Master’s degree,6,25228
24,Man,India,Bachelor’s degree,5,2314
25,Man,India,Bachelor’s degree,7,17655
25,Man,Australia,Bachelor’s degree,5,69453
34,Man,Taiwan,Master’s degree,2,860
22,Man,Romania,Master’s degree,7,1897
54,Man,United States of America,Bachelor’s degree,27,139426
30,Man,India,Master’s degree,1,350
25,Man,Japan,Bachelor’s degree,0.15032128920630816,3929
32,Man,India,Master’s degree,6,20191
24,Man,Viet Nam,Bachelor’s degree,4,437
34,Man,Brazil,Master’s degree,2,678
26,Man,China,Master’s degree,5,41922
28,Man,Netherlands,Doctoral degree,18,3276
22,Woman,Malaysia,Bachelor’s degree,5,9723
43,Man,Nigeria,Doctoral degree,7,2442
26,Man,"Iran, Islamic Republic of...",Master’s degree,7,2338
34,Woman,Russia,Doctoral degree,1,21133
24,Man,Germany,Master’s degree,5,23636
33,Man,India,Doctoral degree,5,9733
27,Man,Taiwan,Master’s degree,0.8617979675567037,1848
20,Man,Russia,Some college/university study without earning a bachelor’s degree,3,15585
28,Man,Nigeria,Bachelor’s degree,0.4907603323351575,2266
29,Woman,Tunisia,Doctoral degree,2,591
27,Man,Russia,Master’s degree,0.21637696227997671,12859
33,Man,India,Master’s degree,9,13226
45,Man,India,Master’s degree,10,53752
28,Man,India,Professional degree,0.6016865625983712,1316
40,Man,Ukraine,Master’s degree,18,21042
28,Man,Brazil,Master’s degree,18,20040
31,Woman,Ukraine,Bachelor’s degree,1,835
44,Man,United States of America,Master’s degree,3,101459
65,Man,United States of America,Master’s degree,29,96865
32,Woman,India,Bachelor’s degree,0,13651
54,Man,Spain,Doctoral degree,0.3789418261232296,74205
41,Woman,Japan,Bachelor’s degree,16,56135
32,Man,India,Master’s degree,0.7475361579175418,1331
20,Man,Mexico,Some college/university study without earning a bachelor’s degree,2,39
30,Woman,India,Master’s degree,3,420
55,Man,Greece,Master’s degree,30,10507
50,Man,United States of America,Some college/university study without earning a bachelor’s degree,22,73220
51,Man,India,Professional degree,1,64135
20,Woman,India,Bachelor’s degree,0,224
27,Man,Brazil,Master’s degree,6,6215
25,Man,India,Master’s degree,14,22642
44,Man,Kenya,Bachelor’s degree,0.12979081273612803,13682
40,Man,United States of America,Doctoral degree,25,76440
29,Man,Israel,Master’s degree,3,14540
26,Man,United States of America,Doctoral degree,2,35388
25,Man,India,Master’s degree,1,10705
23,Man,India,Master’s degree,0.01049449169115313,5289
39,Woman,France,Professional degree,5,8100
45,Man,Germany,Professional degree,11,118385
26,Man,Brazil,Some college/university study without earning a bachelor’s degree,0.15828763710065175,989
34,Man,Singapore,Bachelor’s degree,5,19231
27,Woman,India,Professional degree,10,5587
34,Man,Russia,Master’s degree,8,29107
39,Man,United States of America,Doctoral degree,17,195145
32,Woman,United States of America,Master’s degree,4,138203
49,Man,Greece,Doctoral degree,3,36410
45,Man,United States of America,Some college/university study without earning a bachelor’s degree,23,164284
22,Man,Brazil,Bachelor’s degree,3,2641
24,Man,Morocco,Master’s degree,3,83
53,Man,Russia,Master’s degree,0.5139504931174695,4178
22,Man,India,Bachelor’s degree,1,496
33,Man,India,Master’s degree,9,1378
20,Man,India,Master’s degree,4,115
63,Man,United States of America,Doctoral degree,22,83930
26,Man,Viet Nam,Bachelor’s degree,4,2137
45,Woman,Netherlands,Master’s degree,20,111321
30,Man,Germany,Master’s degree,3,65439
24,Man,India,Master’s degree,2,386
37,Woman,United States of America,Master’s degree,0.6137087030789072,69022
22,Woman,Nigeria,Bachelor’s degree,0.9048479526731433,268
31,Man,United States of America,Doctoral degree,10,83477
24,Man,Indonesia,Master’s degree,5,3015
46,Man,Canada,No formal education past high school,28,68966
59,Woman,United States of America,Master’s degree,29,86017
30,Man,India,Bachelor’s degree,4,2404
30,Man,Spain,Doctoral degree,7,28774
29,Woman,United States of America,Bachelor’s degree,8,111688
32,Man,United States of America,Master’s degree,4,158346
24,Man,Indonesia,Some college/university study without earning a bachelor’s degree,6,8046
29,Man,United States of America,Bachelor’s degree,1,41428
54,Man,Greece,Master’s degree,0,408
34,Man,Indonesia,Master’s degree,1,1839
37,Man,Pakistan,Doctoral degree,3,6589
54,Man,Argentina,Professional degree,24,5111
31,Man,United States of America,Master’s degree,3,80245
27,Man,Mexico,Master’s degree,5,12594
22,Man,Australia,Bachelor’s degree,1,79055
28,Man,Brazil,Some college/university study without earning a bachelor’s degree,2,1375
49,Man,Morocco,Doctoral degree,5,2220
33,Man,India,Bachelor’s degree,4,19984
23,Man,South Africa,Bachelor’s degree,2,71
27,Man,France,Master’s degree,5,56074
27,Woman,United States of America,Master’s degree,2,36185
27,Man,India,Master’s degree,0.6323449617274555,6744
23,Man,India,No formal education past high school,4,2971
67,Man,United States of America,Master’s degree,1,73425
41,Man,Italy,Master’s degree,24,54920
23,Man,Egypt,Bachelor’s degree,5,402
27,Man,India,Bachelor’s degree,0.6497559302368712,6056
30,Man,Egypt,Master’s degree,0.562017686915079,139
27,Woman,Turkey,Bachelor’s degree,6,77
24,Man,United States of America,Bachelor’s degree,3,51940
29,Man,Poland,Master’s degree,4,58916
23,Man,India,Bachelor’s degree,2,9697
23,Man,India,Master’s degree,1,506
40,Man,Switzerland,Bachelor’s degree,5,36240
27,Man,Singapore,Master’s degree,5,80266
46,Man,Australia,Bachelor’s degree,3,185741
46,Man,Netherlands,Master’s degree,12,64491
35,Man,Germany,Master’s degree,9,90514
59,Man,India,Professional degree,0,110074
22,Woman,Australia,Professional degree,6,23071
25,Woman,India,Bachelor’s degree,5,9179
41,Man,India,Master’s degree,0,9280
23,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1,56846
24,Woman,India,Bachelor’s degree,1,9372
29,Man,India,Master’s degree,4,55319
55,Man,United States of America,Bachelor’s degree,14,136569
24,Woman,India,Bachelor’s degree,1,16038
27,Woman,Turkey,Doctoral degree,4,455
58,Woman,United States of America,Doctoral degree,25,494
34,Man,United States of America,Doctoral degree,15,131849
37,Man,United States of America,Professional degree,4,73335
37,Man,United States of America,Doctoral degree,2,1929
24,Man,India,Master’s degree,0.21753442289745484,3099
43,Woman,Taiwan,Master’s degree,16,23930
36,Woman,Argentina,Master’s degree,0.7336529434600487,217
43,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,11,89300
49,Woman,United States of America,Master’s degree,20,210760
29,Man,"Iran, Islamic Republic of...",Bachelor’s degree,10,442
31,Man,Canada,Master’s degree,8,809
44,Man,Japan,Master’s degree,0.008366488996799704,897
33,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3,62650
24,Man,India,Master’s degree,4,19114
46,Man,United States of America,Doctoral degree,30,178507
36,Man,Belarus,Master’s degree,6,2358
34,Man,United States of America,Doctoral degree,0.527313840491133,162161
42,Man,Poland,Doctoral degree,28,58469
23,Woman,Philippines,Bachelor’s degree,1,7900
28,Man,Pakistan,Doctoral degree,3,555
31,Man,India,Professional degree,0.7889488397534632,10415
56,Man,Egypt,Doctoral degree,21,39235
24,Man,Pakistan,Master’s degree,0.0933040184098417,605
30,Man,Australia,Master’s degree,7,49807
21,Man,India,Bachelor’s degree,0.09429223705202505,982
30,Woman,United States of America,Doctoral degree,2,122139
41,Man,France,Master’s degree,17,78193
25,Woman,Nigeria,Bachelor’s degree,0.396566587109781,627
65,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,13,66478
47,Man,Sweden,Doctoral degree,25,74598
18,Woman,India,Bachelor’s degree,0.017471177710098207,826
39,Man,Spain,Master’s degree,12,22076
28,Man,Belgium,Doctoral degree,10,33820
48,Man,France,Master’s degree,26,39464
25,Woman,Netherlands,Master’s degree,3,54371
33,Man,Sri Lanka,Master’s degree,7,577
69,Man,Australia,Doctoral degree,21,105029
34,Man,Viet Nam,Master’s degree,4,14449
34,Woman,India,Bachelor’s degree,0.3133456255786451,5489
30,Man,"Iran, Islamic Republic of...",Doctoral degree,4,290
22,Man,India,Bachelor’s degree,2,8358
24,Man,United States of America,Master’s degree,2,58568
24,Man,India,Bachelor’s degree,10,5949
31,Man,Brazil,Doctoral degree,13,20568
27,Man,Italy,Master’s degree,5,2557
28,Woman,United States of America,Master’s degree,4,176894
49,Man,Israel,Doctoral degree,20,983
34,Man,Netherlands,Master’s degree,0,5315
27,Man,Kenya,Bachelor’s degree,0.4018787330737744,9670
36,Man,United States of America,Bachelor’s degree,16,247953
38,Man,Colombia,Master’s degree,10,13441
38,Man,Turkey,Doctoral degree,4,4260
